Itemid,Color,Inventsizeid,Available,Wip,ItemDesc
F1 VTX8001,BK / BLACK,30 34,13,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,31 30,8,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,31 32,11,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,31 34,24,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,32 30,22,60,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,32 32,13,46,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,32 34,30,10,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,32 36,35,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,33 30,14,12,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,33 32,19,18,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,33 34,12,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,34 30,11,76,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,34 32,6,114,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,34 34,4,60,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,34 36,21,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,35 30,24,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,35 32,10,28,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,35 34,21,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,35 36,19,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,36 30,18,56,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,36 32,0,108,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,36 34,31,46,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,36 36,0,30,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,38 30,23,52,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,38 32,2,90,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,38 34,0,78,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,38 36,1,40,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,40 30,2,46,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,40 32,26,48,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,40 34,16,40,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,40 36,8,22,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,42 30,28,30,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,42 32,12,40,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,42 34,10,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,42 36,8,12,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,44 30,20,18,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,44 32,28,10,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,44 34,12,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,44 36,8,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,46 36,0,44,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,48 36,20,8,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,50 36,12,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,52 36,16,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,BK / BLACK,54 36,6,14,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,28 30,17,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,28 32,28,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,28 34,19,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,29 30,16,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,29 32,15,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,30 30,28,24,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,30 32,20,26,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,30 34,22,10,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,31 30,14,2,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,31 32,36,10,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,31 34,11,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,32 30,46,48,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,32 32,47,54,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,32 34,9,80,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,32 36,26,12,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,33 30,26,22,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,33 32,31,28,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,33 34,16,24,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,34 30,27,76,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,34 32,54,130,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,34 34,6,154,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,34 36,13,52,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,35 30,48,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,35 32,27,28,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,35 34,6,36,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,35 36,13,8,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,36 30,62,82,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,36 32,69,110,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,36 34,51,106,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,36 36,40,36,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,38 30,33,80,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,38 32,28,106,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,38 34,36,84,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,38 36,34,36,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,40 30,41,42,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,40 32,0,84,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,40 34,42,32,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,40 36,14,12,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,42 30,15,32,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,42 32,28,24,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,42 34,34,22,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,42 36,21,14,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,44 30,14,20,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,44 32,18,18,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,44 34,16,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,44 36,12,10,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,46 36,8,38,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,48 36,24,20,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,50 36,10,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,52 36,8,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,DT / DESERT TAN,54 36,15,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,28 30,21,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,28 32,20,8,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,28 34,12,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,29 30,13,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,29 32,21,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,30 30,36,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,30 32,15,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,30 34,41,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,31 30,16,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,31 32,12,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,31 34,18,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,32 30,76,8,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,32 32,30,10,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,32 34,69,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,32 36,15,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,33 30,35,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,33 32,31,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,33 34,15,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,34 30,38,22,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,34 32,33,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,34 34,54,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,34 36,6,32,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,35 30,14,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,35 32,24,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,35 34,20,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,35 36,21,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,36 30,33,50,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,36 32,45,66,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,36 34,49,12,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,36 36,36,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,38 30,35,30,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,38 32,41,14,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,38 34,42,26,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,38 36,29,14,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,40 30,18,34,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,40 32,23,44,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,40 34,45,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,40 36,1,22,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,42 30,15,24,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,42 32,32,20,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,42 34,16,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,42 36,35,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,44 30,31,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,44 32,18,20,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,44 34,27,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,44 36,1,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,46 36,14,28,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,48 36,17,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,50 36,20,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,52 36,10,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,KH / KHAKI,54 36,9,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,28 30,18,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,28 32,2,30,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,28 34,16,4,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,29 30,17,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,29 32,18,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,30 30,0,74,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,30 32,3,80,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,30 34,9,26,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,31 30,25,8,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,31 32,8,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,31 34,17,14,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,32 30,53,114,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,32 32,58,122,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,32 34,55,52,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,32 36,45,24,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,33 30,32,38,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,33 32,68,52,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,33 34,49,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,34 30,57,176,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,34 32,114,198,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,34 34,66,152,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,34 36,37,74,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,35 30,42,16,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,35 32,44,68,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,35 34,29,32,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,35 36,41,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,36 30,82,170,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,36 32,111,230,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,36 34,61,96,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,36 36,31,68,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,38 30,65,82,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,38 32,90,170,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,38 34,80,56,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,38 36,58,32,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,40 30,25,104,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,40 32,86,108,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,40 34,29,68,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,40 36,45,22,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,42 30,59,22,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,42 32,58,38,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,42 34,38,12,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,42 36,39,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,44 30,45,6,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,44 32,62,24,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,44 34,11,28,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,44 36,22,10,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,46 36,47,28,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,48 36,22,20,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,50 36,28,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
F1 VTX8001,NV / NAVY,52 36,18,0,VERTX PHANTOM LT 2.0 65% POLY/35% COTTON RIPSTOP MEN’S PANT
